ID,UUID, LocationTitle,AddressLine1,AddressLine2,Town,StateOrProvince,Postcode,Country,Latitude,Longitude,Distance,DistanceUnit,Addr_ContactTelephone1,Addr_ContactTelephone2,Addr_ContactEmail,Addr_AccessComments,Addr_GeneralComments,Addr_RelatedURL,ConnectionType,ChargerType,UsageType,NumberOfPoints,GeneralComments,DateLastConfirmed,StatusType,DateLastStatusUpdate,DateCreated
64052,3185C968-4AB4-4C42-84F5-55B426860F5A,"Vechtstraat 3","Vechtstraat 3",,"Hardenberg",,"7772 AX","Netherlands",52.5679,6.61948,,0,,,,,,"http://www.ev-box.nl","Mennekes (Type 2); Mennekes (Type 2); Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:55:00 AM,3/3/2016 12:32:00 PM
64054,5C1013D4-AFD8-4F6F-8CB3-5DB04A148034,"F. Wiedijk Jznstraat 17","F. Wiedijk Jznstraat 17",,"Alkmaar",,"1843 JS","Netherlands",52.58021634,4.84901471,,0,"0800-3745337",,,,,"http://www.allego.eu/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:55:00 AM,3/3/2016 12:32:00 PM
64055,5C03894D-6676-46F2-8105-A53295A56698,"Vaartweg","Vaartweg",,"Zwartewaterland",,"8061 CA","Netherlands",52.59294,6.09504,,0,,,,,,"http://www.ev-box.nl","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:55:00 AM,3/3/2016 12:32:00 PM
64056,7B37A89B-7D00-4AD8-A973-F25A6B572616,"Kamperzeedijk 29","Kamperzeedijk 29",,"Kamperzeedijk-Oost",,"8281 PA","Netherlands",52.59797,6.01335,,0,,,,,,"http://www.ev-box.nl","Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:55:00 AM,3/3/2016 12:32:00 PM
64057,337F166F-48FB-4C5D-87B7-84CA7818EA42,"Fluorietweg 21B","Fluorietweg 21B",,"Alkmaar",,"1812 RR","Netherlands",52.602098,4.7421596,,0,"088 0109500",,,,,"http://thenewmotion.nl/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:55:00 AM,3/3/2016 12:32:00 PM
64058,1B2209C6-5B01-478D-9480-6BF20E571D86,"Het Hoekstuk 25","Het Hoekstuk 25",,"Heiloo",,"1852 KX","Netherlands",52.60423069,4.68762015,,0,"0800-3745337",,,,,"http://www.allego.eu/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:55:00 AM,3/3/2016 12:32:00 PM
64059,6C949E39-0F5C-4242-9DF5-C0DA2BA3A5F5,"Laan van Zeeman 30","Laan van Zeeman 30",,"Heiloo",,"1851 SC","Netherlands",52.60546,4.72491,,0,,,,,,"http://www.ev-box.nl","Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:55:00 AM,3/3/2016 12:32:00 PM
64061,2B3B38EB-9444-4AFD-8C33-CB1853DE1C27,"Nylonstraat 14a","Nylonstraat 14a",,"Genemuiden",,"8281 JX","Netherlands",52.61587,6.06094,,0,,,,,,"http://www.ev-box.nl","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:55:00 AM,3/3/2016 12:32:00 PM
64062,4B3E4C09-2AB9-43A8-B97B-6C77F82D2A2F,"Trompstraat 12","Trompstraat 12",,"Bergen (NH)",,"1931 EL","Netherlands",52.6194344,4.62695172,,0,"0800-3745337",,,,,"http://www.allego.eu/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:55:00 AM,3/3/2016 12:32:00 PM
64064,9251BC46-1BA8-4C0E-BFFD-01FF5B2E750F,"Oranjelaan 57","Oranjelaan 57",,"Alkmaar",,"1815 JR","Netherlands",52.62228,4.72557,,0,,,,,,"http://www.ev-box.nl","Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:55:00 AM,3/3/2016 12:32:00 PM
64065,BCF99091-0E30-43B4-8BB9-222F21C3C7CC,"Dokter Wiardi Beckmanlaan 42","Dokter Wiardi Beckmanlaan 42",,"Bergen (NH)",,"1931 BW","Netherlands",52.62327348,4.62480031,,0,"0800-3745337",,,,,"http://www.allego.eu/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:55:00 AM,3/3/2016 12:32:00 PM
64066,F299C1C3-45B4-42B2-B28E-12B4572EEDD1,"Willem de Zwijgerlaan 18","Willem de Zwijgerlaan 18",,"Alkmaar",,"1814 KD","Netherlands",52.62348187,4.74169086,,0,"0800-3745337",,,,,"http://www.allego.eu/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:55:00 AM,3/3/2016 12:32:00 PM
64067,C3DA4D15-ACCD-481B-A4CA-6E4B99E75832,"Scheldestraat 71","Scheldestraat 71",,"Alkmaar",,"1823 WD","Netherlands",52.629469199912,4.7670538723469,,0,,,,,,"http://www.exclusief.net","Mennekes (Type 2);",,,2,,,"Operational",6/4/2016 2:55:00 AM,3/3/2016 12:32:00 PM
64068,DEBB3454-8CC3-4719-ADA6-B495DF7AE4F2,"Grote Oost 40","Grote Oost 40",,"Hoorn",,"1621 BW","Netherlands",52.63946902,5.06209237,,0,"0800-3745337",,,,,"http://www.allego.eu/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:55:00 AM,3/3/2016 12:32:00 PM
64069,F21BE42C-14DB-43F2-8187-B1A75A2D4533,"Rietbeek 7","Rietbeek 7",,"Zwartewaterland",,"8064 JC","Netherlands",52.63989,6.05924,,0,,,,,,"http://www.ev-box.nl","Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:55:00 AM,3/3/2016 12:32:00 PM
63491,CB36BB3F-E6E8-4F6A-B146-8C8A154678AC,"Mevrouw Leinweberlaan 35","Mevrouw Leinweberlaan 35",,"Utrechtse Heuvelrug",,"3971 KX","Netherlands",52.0503,5.29559,,0,,,,,,"http://www.ev-box.nl","Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,3/3/2016 12:31:00 PM
63492,532DF3FB-8E8E-4453-B0DA-2766148C8771,"Ambachtshof 78","Ambachtshof 78",,"Pijnacker-Nootdorp",,"2632 BB","Netherlands",52.05022,4.40892,,0,,,,,,"http://www.ev-box.nl","Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,3/3/2016 12:31:00 PM
63493,DC74F912-B2A3-40C3-9DFA-E2EA0D932335,"Simon de Vliegerhage 108","Simon de Vliegerhage 108",,"Nieuwegein",,"3437 KV","Netherlands",52.05049399,5.07620438,,0,"0800-3745337",,,,,"http://www.allego.eu/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,3/3/2016 12:31:00 PM
63494,DB271B7C-C6F7-4787-9F3E-0DA15AF6C685,"Laan van 's-Gravenmade","Laan van 's-Gravenmade",,"Den Haag",,"2495 AJ","Netherlands",52.04906,4.35505,,0,,,,,,"http://www.ev-box.nl","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",11/28/2017 9:15:00 AM,3/3/2016 12:31:00 PM
63495,A2D64019-F8C3-4D7D-81D0-61C7655ABBC9,"Gildeweg 23","Gildeweg 23",,"Pijnacker-Nootdorp",,"2632 BD","Netherlands",52.05157,4.40701,,0,,,,,,"http://www.ev-box.nl","Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,3/3/2016 12:31:00 PM
63496,A7410BF9-AFD3-42B4-BD7B-2B54B3837688,"Horstlaan 22","Horstlaan 22",,"Utrechtse Heuvelrug",,"3971 LC","Netherlands",52.05326,5.30165,,0,,,,,,"http://www.ev-box.nl","Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,3/3/2016 12:31:00 PM
63497,9F2B81A5-F600-4F68-9912-FEDFA1C917AB,"Architect van Lieflandstraat 11","Architect van Lieflandstraat 11",,"Den Haag",,"2552 ZB","Netherlands",52.056028,4.255057,,0,"036 - 549 34 00",,,,,"http://www.icu-charging-stations.com/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,3/3/2016 12:31:00 PM
63499,12BA2035-4B7B-43CC-91FB-AAC1BB45870A,"Amersfoortseweg 1","Amersfoortseweg 1",,"Utrechtse Heuvelrug",,"3951 LA","Netherlands",52.05675,5.34998,,0,,,,,,"http://www.ev-box.nl","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,3/3/2016 12:31:00 PM
63500,B3AC6AFF-C75C-4BC1-BEF1-0C7D8B2A2AD9,"Rijnenberghof 23","Rijnenberghof 23",,"Rheden",,"6952 HP","Netherlands",52.0570374,6.0900506,,0,"088 0109500",,,,,"http://thenewmotion.nl/","Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,3/3/2016 12:31:00 PM
63501,7A1608D0-1DF3-42B0-BEAE-510611333A9E,"Zegveldstraat 4","Zegveldstraat 4",,"Den Haag",,"2546 EB","Netherlands",52.057465,4.273695,,0,"036 - 549 34 00",,,,,"http://www.icu-charging-stations.com/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,3/3/2016 12:31:00 PM
63502,8C16ACB3-8A44-4225-A3A4-E03E9A15991B,"Griffioenlaan","Griffioenlaan",,"Utrecht",,"3526 LA","Netherlands",52.0575016,5.10509780000007,,0,"088 0109500",,,,,"http://thenewmotion.nl/","Mennekes (Type 2); Mennekes (Type 2); Mennekes (Type 2); Mennekes (Type 2); Mennekes (Type 2); Mennekes (Type 2); Mennekes (Type 2); Mennekes (Type 2); Mennekes (Type 2); Mennekes (Type 2); Mennekes (Type 2); Mennekes (Type 2); Mennekes (Type 2); Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,3/3/2016 12:31:00 PM
63503,5C0912C9-3901-419D-8C17-EBC2D2D4BEAA,"Griffioenlaan","Griffioenlaan",,"Utrecht",,"3526 LD","Netherlands",52.0575802,5.1048076,,0,"088 0109500",,,,,"http://thenewmotion.nl/","Mennekes (Type 2); Mennekes (Type 2); Mennekes (Type 2); Mennekes (Type 2); Mennekes (Type 2); Mennekes (Type 2); Mennekes (Type 2); Mennekes (Type 2); Mennekes (Type 2); Mennekes (Type 2); Mennekes (Type 2); Mennekes (Type 2); Mennekes (Type 2); Mennekes (Type 2); Mennekes (Type 2); Mennekes (Type 2); Mennekes (Type 2); Mennekes (Type 2); Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,3/3/2016 12:31:00 PM
63504,600C70DA-4955-49BB-8BB0-3EAB376751F7,"Livingstonelaan 3","Livingstonelaan 3",,"Utrecht",,"3526 HA","Netherlands",52.0579533,5.10516570000004,,0,"088 0109500",,,,,"http://thenewmotion.nl/","Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,3/3/2016 12:31:00 PM
63505,A40F5480-607E-41CA-8EF0-732950AA14DC,"Haarweg 1c","Haarweg 1c",,"Utrechtse Heuvelrug",,"3953 BG","Netherlands",52.05816,5.40805,,0,,,,,,"http://www.ev-box.nl","Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,3/3/2016 12:31:00 PM
63506,525C4543-A26B-4E35-9177-4255C3EFDBBF,"Imboslaan 130","Imboslaan 130",,"Rheden",,"6951 KC","Netherlands",52.05988,6.10173,,0,,,,,,"http://www.ev-box.nl","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,3/3/2016 12:31:00 PM
63507,1E526849-26B8-426B-9FCA-2F04C34D5F85,"Melvill van Carnbeelaan 62","Melvill van Carnbeelaan 62",,"Utrechtse Heuvelrug",,"3971 BG","Netherlands",52.05941,5.29002,,0,,,,,,"http://www.ev-box.nl","Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,3/3/2016 12:31:00 PM
63508,01B3D2EB-B47F-4DA4-A9B1-9D1CBB57C750,"Libelsingel 70","Libelsingel 70",,"Den Haag",,"2492 RC","Netherlands",52.060551,4.417322,,0,"036 - 549 34 00",,,,,"http://www.icu-charging-stations.com/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,3/3/2016 12:31:00 PM
63509,C3105426-CC1E-45A6-A307-D94127B11540,"Mozartlaan 247","Mozartlaan 247",,"Den Haag",,"2555 KA","Netherlands",52.060694,4.231361,,0,"036 - 549 34 00",,,,,"http://www.icu-charging-stations.com/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,3/3/2016 12:31:00 PM
63512,7A9B5CD4-1930-425C-A5E7-BCDED47F22E6,"Hooft Graaflandstraat 33","Hooft Graaflandstraat 33",,"Utrecht",,"3525 VM","Netherlands",52.0612351,5.1171752,,0,"088 0109500",,,,,"http://thenewmotion.nl/","Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,3/3/2016 12:31:00 PM
63513,8A159D65-761D-4E0C-AFC7-06AEC0D5C60F,"Lekstroom 104","Lekstroom 104",,"Zoetermeer",,"2721 BK","Netherlands",52.06134,4.54505,,0,,,,,,"http://www.ev-box.nl","Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,3/3/2016 12:31:00 PM
63514,F2B64741-E63E-478F-9A64-746E66313145,"Fonteynenburghlaan 19","Fonteynenburghlaan 19",,"Voorburg",,"2275 CZ","Netherlands",52.062328,4.349501,,0,"0800-3522365",,,,,"http://www.evnet.nl","Mennekes (Type 2);",,,2,,,"Operational",6/4/2016 2:45:00 AM,3/3/2016 12:31:00 PM
63515,1412B17D-D4EA-4939-8B53-EF67090C90BD,"Donaustroom 43","Donaustroom 43",,"Zoetermeer",,"2721 AA","Netherlands",52.06268,4.55087,,0,,,,,,"http://www.ev-box.nl","Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,3/3/2016 12:31:00 PM
63516,2403885C-158C-47D6-BFF7-36C03BBA2864,"Thorbeckelaan 159","Thorbeckelaan 159",,"Den Haag",,"2564 BJ","Netherlands",52.063921,4.257417,,0,"036 - 549 34 00",,,,,"http://www.icu-charging-stations.com/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,3/3/2016 12:31:00 PM
63517,BB0E96FC-977D-43BE-81DB-6B9E532D1107,"Papendorpseweg 99","Papendorpseweg 99",,"Utrecht",,"3528 BJ","Netherlands",52.063979,5.087489,,0,,,,,,"http://www.nlmab.nl","Mennekes (Type 2); Mennekes (Type 2);",,,2,,,"Operational",6/4/2016 2:45:00 AM,3/3/2016 12:31:00 PM
63519,65F0FA01-3561-4B5F-BD54-5E927E55D88F,"Plattenberg 25","Plattenberg 25",,"Utrechtse Heuvelrug",,"3951 AP","Netherlands",52.0641395,5.36340399999995,,0,"088 0109500",,,,,"http://thenewmotion.nl/","Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,3/3/2016 12:31:00 PM
63520,27CC0950-111C-4DC1-8F8A-7F826D9FE3D7,"Van Baaklaan 34","Van Baaklaan 34",,"Den Haag",,"2493 CG","Netherlands",52.064994,4.398831,,0,"036 - 549 34 00",,,,,"http://www.icu-charging-stations.com/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,3/3/2016 12:31:00 PM
63521,FD1927B3-CB95-4D00-954C-657CAABFA7D6,"Sportlaan 17","Sportlaan 17",,"Utrechtse Heuvelrug",,"3971 NA","Netherlands",52.06719174,5.27228249,,0,"0800-3745337",,,,,"http://www.allego.eu/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,3/3/2016 12:31:00 PM
63522,E061F407-DBBA-4FED-ADB2-A0D1A9C82068,"Nassaustraat 6","Nassaustraat 6",,"Alphen aan den Rijn",,"2771 DW","Netherlands",52.0693113,4.65830025,,0,"0800-3745337",,,,,"http://www.allego.eu/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:45:00 AM,3/3/2016 12:31:00 PM
63523,9364C85C-1476-4020-88E3-8741A12F50ED,"Buytenparklaan 30","Buytenparklaan 30",,"Zoetermeer",,"2717 AX","Netherlands",52.06948,4.45846,,0,"06-53505381",,,,,"http://www.nlmab.nl","Mennekes (Type 2); Mennekes (Type 2); Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:46:00 AM,3/3/2016 12:31:00 PM
63526,7DD7CADF-6E57-4BF2-B118-F1199EAB8372,"Apeldoornselaan 25A","Apeldoornselaan 25A",,"Rustenburg/Oostbroek",,"2573 LA","Netherlands",52.069614,4.282572,,0,"036 - 549 34 00",,,,,"http://www.icu-charging-stations.com/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:46:00 AM,3/3/2016 12:31:00 PM
63527,207C1A19-FD55-4191-A476-FEBF87D7076E,"Bevrijdingslaan","Bevrijdingslaan",,"Utrecht",,"3528","Netherlands",52.0701859336635,5.08323097229004,,0,"088 0109500",,,,,"http://thenewmotion.nl/","Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:46:00 AM,3/3/2016 12:31:00 PM
63528,A716469F-4B3D-4270-B869-881277E0DCBA,"Ruseschans 33","Ruseschans 33",,"Zoetermeer",,"2728 HD","Netherlands",52.07157,4.52452,,0,,,,,,"http://www.ev-box.nl","Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:46:00 AM,3/3/2016 12:31:00 PM
63529,B2DA262D-C3C7-4E24-BE3F-B6ABF2DC868E,"Supernovaweg","Supernovaweg",,"Den Haag",,"2516 AV","Netherlands",52.0719386,4.3367729,,0,"088 0109500",,,,,"http://thenewmotion.nl/","Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:46:00 AM,3/3/2016 12:31:00 PM
63530,A1C51BC2-69E1-4AB8-AB36-06DC12F23509,"Arnhemse Bovenweg","Arnhemse Bovenweg",,"Zeist",,"3708 HA","Netherlands",52.07369,5.25708,,0,,,,,,"http://www.ev-box.nl","Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:47:00 AM,3/3/2016 12:31:00 PM
63531,BFEA19F6-6C53-4DAB-AFC1-2F73875B80B4,"Boteyken 361","Boteyken 361",,"Utrecht",,"3454 PD","Netherlands",52.07399,5.04296,,0,,,,,,"http://www.ev-box.nl","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:47:00 AM,3/3/2016 12:31:00 PM
63533,C5FCC54E-BA02-4D92-92FD-E6AEFB13C113,"Wilgenlaan 19","Wilgenlaan 19",,"Renswoude",,"3927 AA","Netherlands",52.07444,5.54319,,0,,,,,,"http://www.ev-box.nl","Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:47:00 AM,3/3/2016 12:31:00 PM
63534,1205C235-7A22-4012-9A74-9E1756675344,"Oranje Nassaulaan","Oranje Nassaulaan",,"Zeist",,"3708 GA","Netherlands",52.07475,5.25906,,0,"06-53505381",,,,,"http://www.nlmab.nl","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:48:00 AM,3/3/2016 12:31:00 PM
63535,8188E0EB-6DC7-4993-A748-4E24CD8CF870,"Parklaan","Parklaan",,"Alphen aan den Rijn",,"2771 GB","Netherlands",52.07606357,4.64681058,,0,"0800-3745337",,,,,"http://www.allego.eu/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:48:00 AM,3/3/2016 12:31:00 PM
63536,7ABA0D69-D159-49E3-8D03-08088B69AE84,"Waardsedijk","Waardsedijk",,"Woerden",,"3448 CP","Netherlands",52.07702,4.87297,,0,,,,,,"http://www.ev-box.nl","Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:49:00 AM,3/3/2016 12:31:00 PM
63537,E58504C8-C8E4-4D23-B141-61F6DBA1504F,"Arnhemse Bovenweg 15B","Arnhemse Bovenweg 15B",,"Zeist",,"3708 AA","Netherlands",52.076548,5.254512,,0,,,,,,"http://www.nlmab.nl","Mennekes (Type 2);",,,2,,,"Operational",6/4/2016 2:48:00 AM,3/3/2016 12:31:00 PM
63538,7433216F-BAE2-4760-94AF-960C74B4F81E,"Willem Silviusstraat 57","Willem Silviusstraat 57",,"Rivierenbuurt",,"2515 TX","Netherlands",52.07689,4.325715,,0,"036 - 549 34 00",,,,,"http://www.icu-charging-stations.com/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:49:00 AM,3/3/2016 12:31:00 PM
63539,A8A92F62-A713-43CD-AB00-84D07DC266B1,"Claudiuslaan 86","Claudiuslaan 86",,"Utrecht",,"3453 JD","Netherlands",52.0772254,5.0236914,,0,"088 0109500",,,,,"http://thenewmotion.nl/","Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:49:00 AM,3/3/2016 12:31:00 PM
63540,6708744D-6006-4F16-AD76-349C1018BDA5,"Hovenierslaan 15","Hovenierslaan 15",,"Scherpenzeel",,"3925 BW","Netherlands",52.0783,5.48049,,0,,,,,,"http://www.ev-box.nl","Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:49:00 AM,3/3/2016 12:31:00 PM
63541,934E6FE7-5A40-483A-BEA6-1AB3E1195BFA,"Damzigt 49","Damzigt 49",,"Utrecht",,"3454 PS","Netherlands",52.07898,5.04905,,0,,,,,,"http://www.ev-box.nl","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:49:00 AM,3/3/2016 12:31:00 PM
63542,24BBA9A7-B3F4-4E50-924A-7E35B56DBF8C,"Grebbeberglaan 15","Grebbeberglaan 15",,"Utrecht",,"3527 VX","Netherlands",52.0793973,5.09920579999994,,0,"088 0109500",,,,,"http://thenewmotion.nl/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:49:00 AM,3/3/2016 12:31:00 PM
63543,E9BEBA36-3FE9-4224-8219-C38DEE5C8F94,"Strijkviertel 64","Strijkviertel 64",,"Utrecht",,"3454 PP","Netherlands",52.07921,5.05835,,0,,,,,,"http://www.ev-box.nl","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:49:00 AM,3/3/2016 12:31:00 PM
63544,D8BC0764-1858-4618-9375-069A79ABBD00,"Gramserweg","Gramserweg",,"Zeist",,"3711 AZ","Netherlands",52.07987,5.31637,,0,,,,,,"http://www.ev-box.nl","Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:49:00 AM,3/3/2016 12:31:00 PM
63545,1D07644E-FEAC-40A9-8ACE-C48AD070D617,"Bizetlaan 1","Bizetlaan 1",,"Utrecht",,"3533 KC","Netherlands",52.08211,5.08788,,0,,,,,,"http://www.ev-box.nl","Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:49:00 AM,3/3/2016 12:31:00 PM
63546,495F9BDB-3F08-45EC-AF3C-ACE703855FF7,"Nijverheidsstraat 1b","Nijverheidsstraat 1b",,"Berkelland",,"7261 AK","Netherlands",52.0815965,6.4525285,,0,"088 0109500",,,,,"http://thenewmotion.nl/","Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:49:00 AM,3/3/2016 12:31:00 PM
63547,251D6829-DA50-40AC-8754-8C9E17F5EE6E,"Voorstraat 12","Voorstraat 12",,"Woudenberg",,"3931 HD","Netherlands",52.082528,5.41339,,0,,,,,,"http://www.ecotap.nl","Mennekes (Type 2);",,,2,,,"Operational",6/4/2016 2:49:00 AM,3/3/2016 12:31:00 PM
63548,5321102B-120F-471F-A7FC-D490A86F79D7,"Abstederhof 35","Abstederhof 35",,"Utrecht",,"3582 CK","Netherlands",52.082928,5.130471,,0,,,,,,,"Mennekes (Type 2);",,,2,,,"Operational",6/4/2016 2:49:00 AM,3/3/2016 12:31:00 PM
63550,0A04CFEF-B4CE-461C-A5CA-33AB66954A57,"Groenmarktstraat 59","Groenmarktstraat 59",,"Utrecht",,"3521 AV","Netherlands",52.0832504905647,5.1074252048935,,0,"088 0109500",,,,,"http://thenewmotion.nl/","Mennekes (Type 2);",,,2,,,"Operational",6/4/2016 2:49:00 AM,3/3/2016 12:31:00 PM
63552,B56EC4A2-1962-4D42-BE3B-F8EA8B84868C,"Castellumlaan 2","Castellumlaan 2",,"Utrecht",,"3454 VB","Netherlands",52.0835452486631,5.03702734205626,,0,"088 0109500",,,,,"http://thenewmotion.nl/","Mennekes (Type 2);",,,2,,,"Operational",6/4/2016 2:49:00 AM,3/3/2016 12:31:00 PM
63554,C783B3D0-EA74-4162-81E3-7F6895565092,"Nassaukade 29","Nassaukade 29",,"Woerden",,"3441 AC","Netherlands",52.083952,4.881818,,0,"0800-3745337",,,,,"http://www.allego.eu/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:49:00 AM,3/3/2016 12:31:00 PM
63555,825BA431-F8C3-446C-8860-571DACA471D5,"Leeuweriklaan 11","Leeuweriklaan 11",,"Den Haag",,"2566 JA","Netherlands",52.084548,4.263598,,0,"036 - 549 34 00",,,,,"http://www.icu-charging-stations.com/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:50:00 AM,3/3/2016 12:31:00 PM
63557,F7008AC6-53FF-45A3-9644-D381F08C244C,"Brugakker 4002","Brugakker 4002",,"Zeist",,"3704 ZA","Netherlands",52.08490228,5.21243341,,0,"0800-3745337",,,,,"http://www.allego.eu/","Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:50:00 AM,3/3/2016 12:31:00 PM
63558,9EBC23DE-8DAE-49C3-85C6-22FDB675B52D,"Nico Bergsteijnweg 13","Nico Bergsteijnweg 13",,"Woudenberg",,"3931 CA","Netherlands",52.0850531,5.4175935,,0,"088 0109500",,,,,"http://thenewmotion.nl/","Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:50:00 AM,3/3/2016 12:31:00 PM
63559,9175F050-7B05-4C3C-8982-24A6B26AB3E7,"Johan Wagenaarkade 21","Johan Wagenaarkade 21",,"Utrecht",,"3533 TC","Netherlands",52.085288099467,5.0804871636675,,0,"088 0109500",,,,,"http://thenewmotion.nl/","Mennekes (Type 2);",,,2,,,"Operational",6/4/2016 2:50:00 AM,3/3/2016 12:31:00 PM
63561,7113523C-C419-4CD3-8368-276541A7A6CB,"Weijpoort","Weijpoort",,"Bodegraven-Reeuwijk",,"2415 BB","Netherlands",52.08344,4.79405,,0,,,,,,"http://www.ev-box.nl","Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:49:00 AM,3/3/2016 12:31:00 PM
63562,DEFB56D4-747A-4B1D-B39E-DB7C234FB7D8,"Graadt van Roggenweg","Graadt van Roggenweg",,"Utrecht",,"3531 AB","Netherlands",52.08809,5.10236,,0,,,,,,"http://www.ev-box.nl","Mennekes (Type 2); Mennekes (Type 2); Mennekes (Type 2); Mennekes (Type 2); Mennekes (Type 2); Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:50:00 AM,3/3/2016 12:31:00 PM
63563,9399AD71-49AE-4D74-B0DF-6819B7A3D2E7,"Huydecoperweg 17","Huydecoperweg 17",,"Zeist",,"3701 BP","Netherlands",52.08643,5.24665,,0,,,,,,"http://www.ev-box.nl","Mennekes (Type 2);",,,1,,,"Operational",6/4/2016 2:50:00 AM,3/3/2016 12:31:00 PM
